*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/spp_dev2.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec17/649.fotonik3d-s4.trace.xz
adding L2C_PREFETCHER: SPP_dev2
Initialize SIGNATURE TABLE
ST_SET: 1
ST_WAY: 256
ST_TAG_BIT: 16
ST_TAG_MASK: ffff

Initialize PATTERN TABLE
PT_SET: 512
PT_WAY: 4
SIG_DELTA_BIT: 7
C_SIG_BIT: 4
C_DELTA_BIT: 4

Initialize PREFETCH FILTER
FILTER_SET: 1024
fill_threshold: 90
pf_threshold: 40

Initialize SHIP state
warmup_instructions 10000000
simulation_instructions 50000000
champsim_seed 167
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 2400
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13


Heartbeat CPU  0 instructions:    1000001 cycles:     430041 heartbeat IPC: 2.32536 cumulative IPC: 2.32536 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    2000001 cycles:     860047 heartbeat IPC: 2.32555 cumulative IPC: 2.32546 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000002 cycles:    1289957 heartbeat IPC: 2.32607 cumulative IPC: 2.32566 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1719818 heartbeat IPC: 2.32633 cumulative IPC: 2.32583 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2149800 heartbeat IPC: 2.32568 cumulative IPC: 2.32580 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    2579636 heartbeat IPC: 2.32647 cumulative IPC: 2.32591 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    7000001 cycles:    3009634 heartbeat IPC: 2.32559 cumulative IPC: 2.32586 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3439483 heartbeat IPC: 2.32640 cumulative IPC: 2.32593 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    3869398 heartbeat IPC: 2.32604 cumulative IPC: 2.32594 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:    4299195 heartbeat IPC: 2.32668 cumulative IPC: 2.32602 (Simulation time: 0 hr 0 min 16 sec) 

Warmup complete CPU  0 instructions:   10000001 cycles:    4299195 (Simulation time: 0 hr 0 min 16 sec) 

Heartbeat CPU  0 instructions:   11000001 cycles:    5161139 heartbeat IPC: 1.16017 cumulative IPC: 1.16017 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    6026924 heartbeat IPC: 1.15502 cumulative IPC: 1.15759 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:    6889168 heartbeat IPC: 1.15977 cumulative IPC: 1.15831 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   14000002 cycles:    7752204 heartbeat IPC: 1.15870 cumulative IPC: 1.15841 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    8616161 heartbeat IPC: 1.15746 cumulative IPC: 1.15822 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    9479318 heartbeat IPC: 1.15854 cumulative IPC: 1.15827 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:   10347241 heartbeat IPC: 1.15218 cumulative IPC: 1.15740 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   11212384 heartbeat IPC: 1.15588 cumulative IPC: 1.15721 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:   12073609 heartbeat IPC: 1.16114 cumulative IPC: 1.15764 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   12936578 heartbeat IPC: 1.15879 cumulative IPC: 1.15776 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:   13801603 heartbeat IPC: 1.15604 cumulative IPC: 1.15760 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   14665566 heartbeat IPC: 1.15746 cumulative IPC: 1.15759 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   15531567 heartbeat IPC: 1.15473 cumulative IPC: 1.15737 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   16394371 heartbeat IPC: 1.15901 cumulative IPC: 1.15749 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   17256380 heartbeat IPC: 1.16008 cumulative IPC: 1.15766 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   18120641 heartbeat IPC: 1.15706 cumulative IPC: 1.15762 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   18983631 heartbeat IPC: 1.15876 cumulative IPC: 1.15769 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   19849134 heartbeat IPC: 1.15540 cumulative IPC: 1.15756 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   20712595 heartbeat IPC: 1.15813 cumulative IPC: 1.15759 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   21573334 heartbeat IPC: 1.16180 cumulative IPC: 1.15780 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:   22434687 heartbeat IPC: 1.16096 cumulative IPC: 1.15795 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   23297305 heartbeat IPC: 1.15926 cumulative IPC: 1.15801 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   24163035 heartbeat IPC: 1.15509 cumulative IPC: 1.15788 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   25026001 heartbeat IPC: 1.15879 cumulative IPC: 1.15792 (Simulation time: 0 hr 1 min 2 sec) 
