*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/spp_dev2.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/gap/bfs-10.trace.gz
adding L2C_PREFETCHER: SPP_dev2
Initialize SIGNATURE TABLE
ST_SET: 1
ST_WAY: 256
ST_TAG_BIT: 16
ST_TAG_MASK: ffff

Initialize PATTERN TABLE
PT_SET: 512
PT_WAY: 4
SIG_DELTA_BIT: 7
C_SIG_BIT: 4
C_DELTA_BIT: 4

Initialize PREFETCH FILTER
FILTER_SET: 1024
fill_threshold: 90
pf_threshold: 40

Initialize SHIP state
warmup_instructions 10000000
simulation_instructions 50000000
champsim_seed 97
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 2400
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13


Heartbeat CPU  0 instructions:    1000001 cycles:    1378442 heartbeat IPC: 0.72546 cumulative IPC: 0.72546 (Simulation time: 0 hr 0 min 0 sec) 
Heartbeat CPU  0 instructions:    2000000 cycles:    2754894 heartbeat IPC: 0.72650 cumulative IPC: 0.72598 (Simulation time: 0 hr 0 min 1 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    4136011 heartbeat IPC: 0.72405 cumulative IPC: 0.72534 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    5513212 heartbeat IPC: 0.72611 cumulative IPC: 0.72553 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    5000000 cycles:    6887647 heartbeat IPC: 0.72757 cumulative IPC: 0.72594 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    8266678 heartbeat IPC: 0.72515 cumulative IPC: 0.72581 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    9646144 heartbeat IPC: 0.72492 cumulative IPC: 0.72568 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:   11029396 heartbeat IPC: 0.72293 cumulative IPC: 0.72533 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:   12401841 heartbeat IPC: 0.72863 cumulative IPC: 0.72570 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:   13788930 heartbeat IPC: 0.72093 cumulative IPC: 0.72522 (Simulation time: 0 hr 0 min 8 sec) 

Warmup complete CPU  0 instructions:   10000001 cycles:   13788930 (Simulation time: 0 hr 0 min 8 sec) 

Heartbeat CPU  0 instructions:   11000000 cycles:   17061236 heartbeat IPC: 0.30559 cumulative IPC: 0.30559 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   20584632 heartbeat IPC: 0.28382 cumulative IPC: 0.29430 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:   24065978 heartbeat IPC: 0.28725 cumulative IPC: 0.29191 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:   27571929 heartbeat IPC: 0.28523 cumulative IPC: 0.29021 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:   31086851 heartbeat IPC: 0.28450 cumulative IPC: 0.28905 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   34543222 heartbeat IPC: 0.28932 cumulative IPC: 0.28910 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:   38054208 heartbeat IPC: 0.28482 cumulative IPC: 0.28848 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   41562307 heartbeat IPC: 0.28505 cumulative IPC: 0.28805 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   19000000 cycles:   45110429 heartbeat IPC: 0.28184 cumulative IPC: 0.28734 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   48634498 heartbeat IPC: 0.28376 cumulative IPC: 0.28698 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:   52147551 heartbeat IPC: 0.28465 cumulative IPC: 0.28677 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   55680221 heartbeat IPC: 0.28307 cumulative IPC: 0.28646 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   59194083 heartbeat IPC: 0.28459 cumulative IPC: 0.28631 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   62726121 heartbeat IPC: 0.28312 cumulative IPC: 0.28608 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   66246746 heartbeat IPC: 0.28404 cumulative IPC: 0.28594 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   69800939 heartbeat IPC: 0.28136 cumulative IPC: 0.28565 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   73303128 heartbeat IPC: 0.28554 cumulative IPC: 0.28565 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   76801412 heartbeat IPC: 0.28585 cumulative IPC: 0.28566 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   80277179 heartbeat IPC: 0.28771 cumulative IPC: 0.28576 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   83778815 heartbeat IPC: 0.28558 cumulative IPC: 0.28576 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   87316992 heartbeat IPC: 0.28263 cumulative IPC: 0.28561 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   90844327 heartbeat IPC: 0.28350 cumulative IPC: 0.28551 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:   94341368 heartbeat IPC: 0.28596 cumulative IPC: 0.28553 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   97856114 heartbeat IPC: 0.28452 cumulative IPC: 0.28549 (Simulation time: 0 hr 0 min 47 sec) 
