*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec06/429.mcf-s2.trace.gz
adding L2C_PREFETCHER: Scooby
Initialize SHIP state
warmup_instructions 10000000
simulation_instructions 50000000
champsim_seed 165
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 2400
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13

scooby_alpha 0.0065088
scooby_gamma 0.556301
scooby_epsilon 0.00182284
scooby_state_num_bits 10
scooby_max_states 1024
scooby_seed 200
scooby_policy EGreedy
scooby_learning_type SARSA
scooby_actions 1,3,4,5,10,11,12,22,23,30,32,-1,-3,-6,0,
scooby_max_actions 15
scooby_pt_size 256
scooby_st_size 64
scooby_max_pcs 5
scooby_max_offsets 5
scooby_max_deltas 5
scooby_reward_none -4
scooby_reward_incorrect -8
scooby_reward_correct_untimely 12
scooby_reward_correct_timely 20
scooby_brain_zero_init 0
scooby_enable_reward_all 0
scooby_enable_track_multiple 0
scooby_enable_reward_out_of_bounds 1
scooby_reward_out_of_bounds -12
scooby_state_type 1
scooby_state_hash_type 11
scooby_access_debug 0
scooby_print_access_debug 0
scooby_print_access_debug_pc deadbeef
scooby_print_access_debug_pc_count 0
scooby_print_trace 0
scooby_enable_state_action_stats 1
scooby_enable_reward_tracker_hit 0
scooby_reward_tracker_hit -2
scooby_enable_featurewise_engine 1
scooby_pref_degree 1
scooby_enable_dyn_degree 1
scooby_max_to_avg_q_thresholds 0.5,1,2,
scooby_dyn_degrees 1,2,4,4,
scooby_multi_deg_select_type 2
scooby_last_pref_offset_conf_thresholds 1,3,8,
scooby_dyn_degrees_type2 1,2,4,6,
scooby_action_tracker_size 2
scooby_high_bw_thresh 4
scooby_enable_hbw_reward 1
scooby_reward_hbw_correct_timely 20
scooby_reward_hbw_correct_untimely 12
scooby_reward_hbw_incorrect -14
scooby_reward_hbw_none -2
scooby_reward_hbw_out_of_bounds -12
scooby_reward_hbw_tracker_hit -2
scooby_last_pref_offset_conf_thresholds_hbw 1,3,8,
scooby_dyn_degrees_type2_hbw 1,2,4,6,

le_enable_trace 0
le_trace_interval 0
le_trace_file_name 
le_trace_state 0
le_enable_score_plot 0
le_plot_file_name 
le_plot_actions 
le_enable_action_trace 0
le_action_trace_interval 0
le_action_trace_name 
le_enable_action_plot 0

le_featurewise_active_features PC, PC_Delta
le_featurewise_num_tilings 3,3,
le_featurewise_num_tiles 128,128,
le_featurewise_hash_types 2,2,
le_featurewise_enable_tiling_offset 1,1,
le_featurewise_max_q_thresh 0.5
le_featurewise_enable_action_fallback 1
le_featurewise_feature_weights 1,1,
le_featurewise_enable_dynamic_weight 0
le_featurewise_weight_gradient 0.001
le_featurewise_disable_adjust_weight_all_features_align 1
le_featurewise_selective_update 0
le_featurewise_pooling_type 2
le_featurewise_enable_dyn_action_fallback 1
le_featurewise_bw_acc_check_level 1
le_featurewise_acc_thresh 2
le_featurewise_enable_trace 0
le_featurewise_trace_feature_type 0
le_featurewise_trace_feature 
le_featurewise_trace_interval 0
le_featurewise_trace_record_count 0
le_featurewise_trace_file_name 
le_featurewise_enable_score_plot 0
le_featurewise_plot_actions 
le_featurewise_plot_file_name 


Heartbeat CPU  0 instructions:    1000001 cycles:     990776 heartbeat IPC: 1.00931 cumulative IPC: 1.00931 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    2000002 cycles:    1968297 heartbeat IPC: 1.02300 cumulative IPC: 1.01611 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    2847767 heartbeat IPC: 1.13705 cumulative IPC: 1.05346 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    3701394 heartbeat IPC: 1.17147 cumulative IPC: 1.08067 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    5000000 cycles:    4657406 heartbeat IPC: 1.04601 cumulative IPC: 1.07356 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    6000003 cycles:    5627607 heartbeat IPC: 1.03072 cumulative IPC: 1.06617 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    6418892 heartbeat IPC: 1.26377 cumulative IPC: 1.09053 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    7391746 heartbeat IPC: 1.02790 cumulative IPC: 1.08229 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    8291351 heartbeat IPC: 1.11160 cumulative IPC: 1.08547 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:    9089905 heartbeat IPC: 1.25226 cumulative IPC: 1.10012 (Simulation time: 0 hr 0 min 25 sec) 

Warmup complete CPU  0 instructions:   10000001 cycles:    9089905 (Simulation time: 0 hr 0 min 25 sec) 

Heartbeat CPU  0 instructions:   11000002 cycles:   22060828 heartbeat IPC: 0.07710 cumulative IPC: 0.07710 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   27745761 heartbeat IPC: 0.17590 cumulative IPC: 0.10720 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:   36306317 heartbeat IPC: 0.11681 cumulative IPC: 0.11023 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   14000003 cycles:   52476582 heartbeat IPC: 0.06184 cumulative IPC: 0.09219 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:   58381954 heartbeat IPC: 0.16934 cumulative IPC: 0.10144 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   63485923 heartbeat IPC: 0.19593 cumulative IPC: 0.11030 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   17000002 cycles:   80236414 heartbeat IPC: 0.05970 cumulative IPC: 0.09839 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:   87481407 heartbeat IPC: 0.13803 cumulative IPC: 0.10205 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:   93469882 heartbeat IPC: 0.16699 cumulative IPC: 0.10666 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:  108253241 heartbeat IPC: 0.06764 cumulative IPC: 0.10084 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:  125797936 heartbeat IPC: 0.05700 cumulative IPC: 0.09425 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:  131987554 heartbeat IPC: 0.16156 cumulative IPC: 0.09764 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:  137182491 heartbeat IPC: 0.19249 cumulative IPC: 0.10149 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:  151315218 heartbeat IPC: 0.07076 cumulative IPC: 0.09844 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:  161010383 heartbeat IPC: 0.10314 cumulative IPC: 0.09874 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:  166168390 heartbeat IPC: 0.19387 cumulative IPC: 0.10186 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:  176873905 heartbeat IPC: 0.09341 cumulative IPC: 0.10132 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:  190260636 heartbeat IPC: 0.07470 cumulative IPC: 0.09935 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:  196189995 heartbeat IPC: 0.16865 cumulative IPC: 0.10155 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:  204709642 heartbeat IPC: 0.11738 cumulative IPC: 0.10224 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:  220202604 heartbeat IPC: 0.06455 cumulative IPC: 0.09947 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:  226262170 heartbeat IPC: 0.16503 cumulative IPC: 0.10130 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:  233772313 heartbeat IPC: 0.13315 cumulative IPC: 0.10237 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:  250205102 heartbeat IPC: 0.06085 cumulative IPC: 0.09954 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:  258319446 heartbeat IPC: 0.12324 cumulative IPC: 0.10031 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:  265746660 heartbeat IPC: 0.13464 cumulative IPC: 0.10130 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:  276976466 heartbeat IPC: 0.08905 cumulative IPC: 0.10079 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:  289808947 heartbeat IPC: 0.07793 cumulative IPC: 0.09974 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:  295264745 heartbeat IPC: 0.18329 cumulative IPC: 0.10134 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:  302313134 heartbeat IPC: 0.14188 cumulative IPC: 0.10231 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:  318511449 heartbeat IPC: 0.06173 cumulative IPC: 0.10019 (Simulation time: 0 hr 3 min 4 sec) 
